foc_kplus,foc_lambd,foc_TATplus,foc_MATplus,foc_MUOplus,foc_MLOplus,foc_MLFplus,foc_TOCplus
3.386e-05,2.527e-04,3.286e-05,2.301e-05,3.386e-05,7.095e-06,2.706e-05,1.639e-05
3.815e-05,2.472e-04,3.919e-05,3.266e-05,3.517e-05,6.698e-06,3.064e-05,1.663e-05
4.327e-05,2.396e-04,4.570e-05,4.017e-05,3.612e-05,6.723e-06,3.350e-05,1.514e-05
5.281e-05,2.325e-04,4.573e-05,5.472e-05,3.701e-05,7.148e-06,4.458e-05,1.866e-05
5.519e-05,2.375e-04,5.317e-05,6.104e-05,3.839e-05,6.950e-06,5.126e-05,1.770e-05
5.484e-05,2.453e-04,6.346e-05,6.771e-05,4.190e-05,7.167e-06,5.591e-05,1.585e-05
5.543e-05,2.487e-04,7.382e-05,7.379e-05,4.303e-05,7.021e-06,6.080e-05,1.377e-05
5.698e-05,2.508e-04,8.397e-05,7.844e-05,4.536e-05,7.194e-06,6.545e-05,1.240e-05
5.829e-05,2.484e-04,9.455e-05,8.380e-05,4.697e-05,6.395e-06,6.950e-05,9.656e-06
6.020e-05,2.463e-04,1.051e-04,8.941e-05,4.953e-05,6.288e-06,7.403e-05,8.047e-06
6.247e-05,2.408e-04,1.155e-04,9.513e-05,4.977e-05,6.082e-06,7.713e-05,5.662e-06
6.461e-05,2.356e-04,1.237e-04,1.048e-04,5.341e-05,5.766e-06,8.726e-05,4.351e-06
6.139e-05,2.527e-04,1.349e-04,1.107e-04,5.651e-05,6.130e-06,9.274e-05,1.788e-06
5.984e-05,2.658e-04,1.459e-04,1.167e-04,5.847e-05,5.888e-06,9.835e-05,7.749e-07
5.782e-05,2.768e-04,1.580e-04,1.218e-04,6.109e-05,5.718e-06,1.031e-04,3.457e-06
5.698e-05,2.828e-04,1.695e-04,1.278e-04,6.270e-05,5.429e-06,1.073e-04,6.080e-06
5.674e-05,2.863e-04,1.813e-04,1.333e-04,6.491e-05,5.078e-06,1.124e-04,8.225e-06
5.639e-05,2.882e-04,1.931e-04,1.377e-04,6.658e-05,5.008e-06,1.168e-04,1.144e-05
5.627e-05,2.890e-04,2.046e-04,1.433e-04,6.807e-05,4.320e-06,1.217e-04,1.365e-05
5.639e-05,2.887e-04,2.168e-04,1.488e-04,6.962e-05,3.676e-06,1.256e-04,1.639e-05
5.639e-05,2.882e-04,2.287e-04,1.553e-04,7.105e-05,4.084e-06,1.297e-04,1.979e-05
5.758e-05,2.856e-04,2.404e-04,1.599e-04,7.242e-05,2.951e-06,1.346e-04,2.217e-05
5.865e-05,2.797e-04,2.526e-04,1.663e-04,7.486e-05,2.608e-06,1.383e-04,2.480e-05
5.960e-05,2.749e-04,2.645e-04,1.721e-04,7.576e-05,2.096e-06,1.431e-04,2.724e-05
6.032e-05,2.711e-04,2.765e-04,1.793e-04,7.755e-05,2.001e-06,1.476e-04,3.034e-05
6.115e-05,2.644e-04,2.886e-04,1.854e-04,7.886e-05,9.755e-07,1.516e-04,3.242e-05
6.330e-05,2.575e-04,3.008e-04,1.925e-04,8.023e-05,5.584e-07,1.563e-04,3.648e-05
6.437e-05,2.489e-04,3.128e-04,1.999e-04,8.160e-05,1.753e-07,1.605e-04,3.809e-05
6.628e-05,2.398e-04,3.251e-04,2.060e-04,8.321e-05,1.270e-07,1.644e-04,4.166e-05
6.759e-05,2.310e-04,3.372e-04,2.140e-04,8.482e-05,8.343e-07,1.693e-04,4.435e-05
7.033e-05,2.191e-04,3.492e-04,2.218e-04,8.643e-05,1.552e-06,1.738e-04,4.673e-05
7.212e-05,2.089e-04,3.616e-04,2.303e-04,8.786e-05,1.851e-06,1.783e-04,4.965e-05
7.415e-05,1.965e-04,3.739e-04,2.376e-04,8.935e-05,2.114e-06,1.824e-04,5.329e-05
7.606e-05,1.845e-04,3.859e-04,2.463e-04,9.108e-05,2.934e-06,1.868e-04,5.543e-05
7.915e-05,1.714e-04,3.981e-04,2.558e-04,9.185e-05,3.280e-06,1.913e-04,5.829e-05
8.130e-05,1.593e-04,4.127e-04,2.596e-04,9.418e-05,7.355e-06,1.945e-04,5.609e-05
8.512e-05,1.385e-04,4.247e-04,2.697e-04,9.513e-05,7.918e-06,1.979e-04,5.835e-05
8.893e-05,1.197e-04,4.360e-04,2.812e-04,9.626e-05,8.564e-06,2.013e-04,6.074e-05
9.274e-05,9.823e-05,4.474e-04,2.917e-04,9.811e-05,8.749e-06,2.052e-04,6.390e-05
9.596e-05,8.011e-05,4.590e-04,3.043e-04,9.924e-05,9.194e-06,2.091e-04,6.628e-05
9.644e-05,6.056e-05,4.700e-04,3.089e-04,9.638e-05,1.023e-05,2.084e-04,7.296e-05
1.005e-04,3.052e-05,4.812e-04,3.158e-04,9.370e-05,1.043e-05,2.053e-04,7.796e-05
1.092e-04,1.907e-06,4.930e-04,3.151e-04,8.780e-05,1.350e-05,1.992e-04,8.655e-05
1.489e-04,5.317e-05,5.032e-04,3.104e-04,8.345e-05,1.859e-05,1.923e-04,9.197e-05
2.769e-04,6.049e-04,9.555e-05,2.710e-04,2.246e-04,4.174e-05,3.242e-05,4.470e-05
2.528e-04,2.553e-04,1.280e-05,6.330e-05,6.694e-05,1.354e-05,2.784e-05,1.617e-05
1.894e-04,5.555e-05,1.359e-04,6.199e-05,9.158e-05,5.947e-05,4.566e-05,3.353e-05
1.136e-04,6.700e-05,2.240e-04,9.263e-05,1.197e-04,4.577e-05,7.248e-05,3.389e-05
2.110e-05,1.664e-04,2.918e-04,1.013e-04,1.243e-04,2.350e-05,1.065e-04,3.785e-06
6.068e-05,2.377e-04,4.180e-04,9.120e-05,1.211e-04,1.718e-05,1.025e-04,1.974e-05
1.366e-04,3.045e-04,4.719e-04,1.298e-04,1.848e-04,1.166e-05,1.623e-04,3.189e-06
2.165e-04,3.111e-04,5.124e-04,1.442e-04,1.982e-04,1.219e-05,1.849e-04,5.801e-05
2.815e-04,2.785e-04,5.408e-04,1.523e-04,2.311e-04,2.007e-06,1.989e-04,5.983e-05
3.681e-04,2.027e-04,5.716e-04,1.727e-04,2.536e-04,9.913e-06,1.848e-04,1.152e-05
3.976e-04,2.425e-04,5.926e-04,1.679e-04,2.747e-04,9.581e-06,2.139e-04,3.831e-05
4.292e-04,2.449e-04,6.070e-04,1.609e-04,2.864e-04,9.203e-06,2.326e-04,6.141e-05
4.991e-04,2.172e-04,6.177e-04,1.716e-04,3.326e-04,1.063e-05,2.809e-04,8.959e-05
4.781e-04,2.847e-04,6.220e-04,1.768e-04,3.271e-04,1.048e-05,2.816e-04,1.103e-04
4.621e-04,3.057e-04,6.173e-04,1.686e-04,3.192e-04,8.634e-06,2.747e-04,1.256e-04
4.511e-04,2.971e-04,6.049e-04,1.432e-04,3.122e-04,5.401e-06,2.619e-04,1.371e-04
4.278e-04,2.730e-04,6.010e-04,1.315e-04,2.872e-04,6.258e-06,2.394e-04,1.419e-04
4.053e-04,2.332e-04,5.934e-04,1.172e-04,2.603e-04,6.146e-06,2.130e-04,1.438e-04
3.821e-04,1.814e-04,5.837e-04,1.028e-04,2.310e-04,6.645e-06,1.865e-04,1.430e-04
3.594e-04,1.273e-04,5.712e-04,8.684e-05,2.019e-04,7.291e-06,1.591e-04,1.405e-04
3.353e-04,7.677e-05,5.571e-04,7.147e-05,1.725e-04,7.338e-06,1.335e-04,1.368e-04
3.099e-04,3.028e-05,5.417e-04,5.609e-05,1.436e-04,7.790e-06,1.091e-04,1.321e-04
2.828e-04,6.199e-06,5.256e-04,4.119e-05,1.157e-04,7.846e-06,8.625e-05,1.263e-04
2.544e-04,3.004e-05,5.084e-04,2.784e-05,8.899e-05,8.190e-06,6.658e-05,1.205e-04
2.258e-04,3.982e-05,4.917e-04,1.812e-05,7.081e-05,1.069e-05,5.805e-05,1.146e-04
1.991e-04,3.362e-05,4.843e-04,2.134e-05,6.151e-05,2.287e-05,6.282e-05,1.130e-04
1.646e-04,1.454e-05,4.640e-04,2.563e-05,4.116e-05,2.512e-05,5.007e-05,1.093e-04
1.268e-04,2.146e-05,4.404e-04,3.016e-05,1.889e-05,2.509e-05,3.719e-05,1.062e-04
8.583e-05,7.415e-05,4.165e-04,3.558e-05,7.153e-07,2.453e-05,2.718e-05,1.020e-04
4.435e-05,1.431e-04,3.927e-04,4.160e-05,1.931e-05,2.461e-05,2.021e-05,9.936e-05
1.907e-06,2.277e-04,3.666e-04,3.177e-05,3.541e-05,2.274e-05,1.115e-05,7.841e-05
2.849e-05,2.804e-04,3.366e-04,1.514e-05,4.598e-05,2.167e-05,1.019e-05,2.521e-05
3.135e-05,1.943e-04,3.151e-04,2.462e-05,4.956e-05,3.117e-05,2.700e-05,3.901e-05
3.135e-05,1.416e-04,2.904e-04,3.552e-05,4.414e-05,2.223e-05,3.624e-05,3.853e-05
3.910e-05,1.159e-04,2.696e-04,4.524e-05,5.433e-05,2.010e-05,4.458e-05,3.320e-05
5.209e-05,1.180e-04,2.506e-04,5.335e-05,7.078e-05,2.019e-05,4.977e-05,2.614e-05
5.424e-05,1.426e-04,2.331e-04,6.640e-05,5.698e-05,2.093e-05,3.630e-05,3.529e-05
3.445e-05,1.554e-04,2.304e-04,7.665e-05,1.970e-05,1.583e-05,1.353e-05,3.949e-05
3.278e-05,1.161e-04,2.086e-04,7.635e-05,2.214e-05,1.005e-05,2.170e-05,3.091e-05
3.111e-05,9.036e-05,1.605e-04,1.101e-04,1.758e-06,1.476e-05,2.736e-05,1.130e-05
3.469e-05,7.057e-05,1.487e-04,1.131e-04,1.872e-05,1.360e-05,4.232e-05,4.619e-06
4.125e-05,7.296e-05,1.378e-04,1.146e-04,3.380e-05,1.285e-05,5.335e-05,1.550e-06
5.043e-05,9.489e-05,1.271e-04,1.158e-04,4.676e-05,1.237e-05,6.199e-05,6.884e-06
6.235e-05,1.369e-04,1.171e-04,1.146e-04,5.743e-05,1.216e-05,6.753e-05,1.058e-05
7.641e-05,1.934e-04,1.074e-04,1.140e-04,6.685e-05,1.169e-05,7.075e-05,1.460e-05
9.227e-05,2.670e-04,9.809e-05,1.132e-04,7.507e-05,1.104e-05,7.224e-05,1.758e-05
9.894e-05,3.538e-04,9.450e-05,8.297e-05,6.080e-05,1.159e-05,4.590e-05,1.207e-05
8.905e-05,4.525e-04,9.914e-05,3.695e-06,5.752e-06,1.094e-05,2.933e-05,8.613e-06
4.709e-05,5.622e-04,7.302e-05,3.672e-05,5.484e-06,4.571e-06,1.317e-05,3.272e-05
2.563e-05,4.458e-04,6.074e-05,5.090e-05,2.271e-05,1.577e-06,6.676e-06,4.554e-05
1.240e-05,3.264e-04,5.126e-05,5.734e-05,3.934e-05,5.962e-07,2.259e-05,5.218e-05
1.037e-05,2.339e-04,4.614e-05,4.399e-05,1.657e-05,1.206e-05,3.815e-06,1.380e-05
4.649e-06,1.614e-04,3.911e-05,3.541e-05,1.234e-05,1.794e-05,1.371e-06,9.239e-07
5.007e-06,1.082e-04,2.792e-05,3.040e-05,2.396e-05,1.718e-05,7.987e-06,2.801e-06
2.515e-05,7.486e-05,2.317e-06,9.298e-06,3.952e-05,1.005e-05,5.484e-06,4.169e-05
2.587e-05,5.269e-05,1.773e-06,2.849e-05,4.449e-05,1.034e-05,5.662e-06,3.412e-05
2.456e-05,4.458e-05,6.221e-06,4.637e-05,4.882e-05,9.744e-06,5.484e-06,2.715e-05
2.182e-05,4.959e-05,1.099e-05,6.402e-05,5.233e-05,9.906e-06,7.629e-06,2.137e-05
1.621e-05,6.580e-05,1.577e-05,8.166e-05,5.451e-05,9.302e-06,1.079e-05,1.496e-05
4.184e-05,9.227e-05,4.323e-05,1.013e-05,6.497e-06,2.752e-07,1.153e-04,7.311e-05
4.816e-05,8.893e-05,4.937e-05,1.788e-05,2.474e-05,2.633e-06,1.482e-04,9.015e-05
4.280e-05,8.154e-05,4.556e-05,1.979e-05,2.089e-05,2.777e-06,1.429e-04,8.577e-05
3.529e-05,8.631e-05,4.184e-05,2.170e-05,1.791e-05,2.794e-06,1.385e-04,8.112e-05
2.635e-05,9.990e-05,3.847e-05,2.420e-05,1.565e-05,2.892e-06,1.362e-04,7.743e-05
1.562e-05,1.235e-04,3.489e-05,2.515e-05,1.410e-05,3.533e-06,1.342e-04,7.322e-05
3.934e-06,1.543e-04,3.204e-05,2.646e-05,1.234e-05,3.177e-06,1.321e-04,6.998e-05
9.775e-06,1.953e-04,2.889e-05,2.742e-05,1.189e-05,3.789e-06,1.315e-04,6.571e-05
2.444e-05,2.410e-04,2.617e-05,2.766e-05,1.118e-05,3.848e-06,1.315e-04,6.306e-05
4.125e-05,2.961e-04,2.345e-05,2.766e-05,1.100e-05,4.396e-06,1.316e-04,5.984e-05
5.865e-05,3.550e-04,2.071e-05,2.718e-05,1.124e-05,4.545e-06,1.317e-04,5.642e-05
7.784e-05,4.232e-04,1.834e-05,2.563e-05,1.168e-05,4.880e-06,1.329e-04,5.329e-05
9.799e-05,4.969e-04,1.582e-05,2.432e-05,1.246e-05,5.403e-06,1.336e-04,5.049e-05
1.194e-04,5.779e-04,1.355e-05,2.205e-05,1.335e-05,5.381e-06,1.355e-04,4.759e-05
1.334e-04,6.633e-04,3.584e-06,2.432e-05,2.742e-06,1.104e-05,1.123e-04,5.871e-06
1.258e-04,6.373e-04,3.561e-06,8.225e-05,1.469e-05,1.536e-05,7.850e-05,3.791e-05
1.065e-04,5.178e-04,1.244e-06,1.107e-04,2.733e-05,1.377e-05,5.949e-05,4.891e-05
9.012e-05,4.244e-04,2.384e-06,1.355e-04,3.609e-05,1.239e-05,4.530e-05,5.764e-05
7.713e-05,3.550e-04,6.206e-06,1.576e-04,4.259e-05,1.209e-05,3.332e-05,6.527e-05
6.616e-05,3.033e-04,1.093e-05,1.776e-04,4.727e-05,1.051e-05,2.503e-05,7.150e-05
5.794e-05,2.651e-04,1.593e-05,1.967e-04,5.081e-05,1.088e-05,1.752e-05,7.743e-05
2.301e-05,2.429e-04,6.539e-05,1.070e-04,5.868e-05,8.276e-06,1.177e-04,6.607e-05
1.681e-05,2.265e-04,6.362e-05,7.510e-05,7.483e-05,7.984e-06,1.271e-04,6.226e-05
1.717e-05,2.162e-04,5.192e-05,5.531e-05,7.206e-05,8.312e-06,1.186e-04,5.913e-05
1.824e-05,2.103e-04,3.936e-05,4.017e-05,6.533e-05,1.132e-05,1.045e-04,5.674e-05
2.086e-05,2.120e-04,2.446e-05,3.195e-05,5.570e-05,1.551e-05,8.518e-05,5.460e-05
2.158e-05,2.089e-04,1.462e-05,1.860e-05,5.409e-05,1.498e-05,7.749e-05,5.254e-05
2.408e-05,2.112e-04,5.268e-06,5.364e-06,5.189e-05,1.518e-05,7.105e-05,4.968e-05
2.563e-05,2.189e-04,9.306e-06,4.172e-06,3.445e-05,2.395e-05,4.786e-05,6.154e-05
2.801e-05,2.246e-04,2.030e-05,1.311e-06,2.822e-05,2.523e-05,3.701e-05,5.779e-05
3.016e-05,2.296e-04,2.716e-05,1.192e-06,2.694e-05,2.472e-05,3.028e-05,5.618e-05
2.897e-05,2.372e-04,3.608e-05,1.037e-05,2.819e-05,2.278e-05,1.729e-05,5.570e-05
3.028e-05,2.341e-04,3.716e-05,1.061e-05,2.819e-05,2.186e-05,1.359e-05,5.859e-05
3.481e-05,2.365e-04,4.233e-05,2.193e-05,3.108e-05,2.087e-05,5.662e-06,6.962e-05
3.636e-05,2.325e-04,4.414e-05,2.825e-05,3.022e-05,2.028e-05,6.557e-07,7.361e-05
4.113e-05,2.379e-04,4.949e-05,3.731e-05,2.351e-05,2.406e-05,1.013e-06,7.981e-05
4.482e-05,2.351e-04,5.313e-05,4.661e-05,1.600e-05,2.805e-05,4.411e-06,9.438e-05
3.707e-05,2.234e-04,3.464e-05,2.861e-05,4.753e-05,2.848e-05,8.941e-06,8.789e-05
3.684e-05,2.143e-04,3.632e-05,2.861e-05,4.557e-05,2.746e-05,5.960e-06,9.063e-05
4.065e-05,2.103e-04,3.890e-05,2.599e-05,4.190e-05,2.673e-05,8.941e-07,9.954e-05
3.970e-05,2.048e-04,4.165e-05,2.754e-05,3.853e-05,2.525e-05,7.033e-06,9.784e-05
4.065e-05,2.065e-04,4.458e-05,2.885e-05,3.549e-05,2.569e-05,1.174e-05,9.593e-05
4.148e-05,2.131e-04,4.713e-05,2.980e-05,3.299e-05,2.504e-05,1.734e-05,9.379e-05
4.470e-05,2.258e-04,4.975e-05,3.088e-05,3.040e-05,2.478e-05,2.074e-05,9.248e-05
3.660e-05,2.432e-04,6.506e-05,2.050e-05,8.792e-06,2.003e-05,1.210e-05,6.735e-05
2.313e-05,2.606e-04,8.390e-05,1.156e-05,2.521e-05,1.167e-05,6.914e-06,2.933e-05
3.111e-05,2.806e-04,7.174e-05,3.815e-05,2.274e-05,1.233e-05,6.378e-06,3.362e-05
3.982e-05,2.997e-04,5.922e-05,6.473e-05,2.021e-05,1.262e-05,5.960e-06,3.880e-05
4.888e-05,3.211e-04,4.681e-05,9.167e-05,1.857e-05,1.274e-05,5.543e-06,4.345e-05
4.721e-05,3.438e-04,2.084e-05,9.120e-05,1.192e-07,5.115e-06,2.062e-05,3.055e-05
2.754e-05,3.672e-04,2.353e-05,3.469e-05,4.718e-05,1.607e-05,6.396e-05,1.556e-05
4.280e-05,3.881e-04,2.050e-05,3.755e-05,4.938e-05,1.490e-05,6.640e-05,1.550e-05
8.035e-05,4.039e-04,1.999e-05,5.972e-05,4.065e-05,8.055e-06,5.537e-05,1.657e-05
1.100e-04,3.846e-04,1.808e-05,8.738e-05,2.667e-05,1.673e-06,3.815e-05,5.090e-05
1.036e-04,3.345e-04,1.173e-05,9.322e-05,2.193e-05,2.352e-06,2.962e-05,5.046e-05
9.894e-05,2.968e-04,4.880e-06,9.716e-05,1.830e-05,2.775e-06,2.402e-05,4.879e-05
9.656e-05,2.732e-04,1.386e-06,1.000e-04,1.603e-05,2.600e-06,1.836e-05,4.637e-05
9.537e-05,2.573e-04,7.868e-06,1.023e-04,1.448e-05,2.712e-06,1.574e-05,4.479e-05
9.573e-05,2.480e-04,1.375e-05,1.031e-04,1.323e-05,2.676e-06,1.138e-05,4.286e-05
9.620e-05,2.451e-04,1.986e-05,1.040e-04,1.276e-05,2.210e-06,9.537e-06,4.044e-05
9.882e-05,2.477e-04,2.550e-05,1.042e-04,1.234e-05,1.978e-06,7.272e-06,3.844e-05
1.009e-04,2.534e-04,3.108e-05,1.047e-04,1.258e-05,1.630e-06,5.484e-06,3.678e-05
1.043e-04,2.611e-04,3.677e-05,1.054e-04,1.299e-05,8.597e-07,4.053e-06,3.454e-05
1.076e-04,2.732e-04,4.183e-05,1.053e-04,1.287e-05,6.164e-07,2.861e-06,3.231e-05
1.116e-04,2.868e-04,4.739e-05,1.061e-04,1.323e-05,1.366e-07,1.788e-06,2.962e-05
1.163e-04,3.018e-04,5.221e-05,1.066e-04,1.365e-05,2.984e-07,4.768e-07,2.825e-05
1.209e-04,3.181e-04,5.630e-05,1.069e-04,1.431e-05,1.305e-06,9.537e-07,2.572e-05
1.260e-04,3.371e-04,6.098e-05,1.070e-04,1.568e-05,2.161e-06,1.192e-06,2.381e-05
1.315e-04,3.567e-04,6.582e-05,1.078e-04,1.580e-05,2.442e-06,1.192e-07,2.176e-05
1.369e-04,3.774e-04,7.018e-05,1.084e-04,1.627e-05,3.188e-06,2.384e-07,1.982e-05
1.428e-04,3.994e-04,7.498e-05,1.098e-04,1.699e-05,3.283e-06,9.537e-07,1.755e-05
1.433e-04,4.218e-04,7.652e-05,9.632e-05,2.629e-05,4.260e-06,1.216e-05,9.954e-06
1.338e-04,4.263e-04,7.639e-05,6.771e-05,4.667e-05,4.951e-06,4.089e-05,4.411e-06
1.303e-04,3.879e-04,8.216e-05,7.057e-05,4.315e-05,4.606e-06,3.433e-05,5.901e-06
1.267e-04,3.593e-04,8.756e-05,7.248e-05,4.089e-05,4.513e-06,2.980e-05,7.629e-06
1.252e-04,3.383e-04,9.291e-05,7.260e-05,3.892e-05,4.385e-06,2.539e-05,9.418e-06
1.239e-04,3.214e-04,9.801e-05,7.308e-05,3.797e-05,4.346e-06,2.170e-05,1.124e-05
1.235e-04,3.071e-04,1.031e-04,7.331e-05,3.654e-05,4.771e-06,1.872e-05,1.320e-05
1.234e-04,2.975e-04,1.080e-04,7.319e-05,3.582e-05,4.915e-06,1.478e-05,1.496e-05
1.246e-04,2.902e-04,1.124e-04,7.260e-05,3.558e-05,5.106e-06,1.276e-05,1.672e-05
1.251e-04,2.851e-04,1.171e-04,7.176e-05,3.487e-05,5.676e-06,1.049e-05,1.815e-05
1.262e-04,2.818e-04,1.215e-04,7.057e-05,3.445e-05,5.662e-06,7.629e-06,2.009e-05
1.280e-04,2.801e-04,1.256e-04,7.069e-05,3.421e-05,6.050e-06,5.841e-06,2.170e-05
1.297e-04,2.804e-04,1.293e-04,6.950e-05,3.392e-05,6.268e-06,4.530e-06,2.399e-05
1.314e-04,2.785e-04,1.331e-04,6.914e-05,3.380e-05,6.684e-06,2.742e-06,2.497e-05
1.338e-04,2.809e-04,1.369e-04,6.831e-05,3.344e-05,7.232e-06,5.960e-07,2.676e-05
1.361e-04,2.847e-04,1.403e-04,6.759e-05,3.350e-05,7.197e-06,5.960e-07,2.819e-05
1.389e-04,2.873e-04,1.436e-04,6.735e-05,3.338e-05,7.995e-06,2.623e-06,2.927e-05
1.414e-04,2.899e-04,1.466e-04,6.711e-05,3.272e-05,7.432e-06,3.576e-06,3.147e-05
1.434e-04,2.959e-04,1.512e-04,7.021e-05,3.004e-05,1.097e-05,6.914e-06,2.593e-05
1.438e-04,2.985e-04,1.583e-04,8.118e-05,1.752e-05,1.858e-05,1.478e-05,6.557e-06
1.450e-04,2.949e-04,1.588e-04,8.500e-05,1.788e-05,1.854e-05,1.681e-05,7.391e-06
1.472e-04,2.952e-04,1.587e-04,8.726e-05,1.848e-05,1.827e-05,1.848e-05,9.000e-06
1.491e-04,2.949e-04,1.588e-04,9.048e-05,1.764e-05,1.866e-05,1.979e-05,9.954e-06
1.521e-04,2.966e-04,1.584e-04,9.263e-05,1.866e-05,1.816e-05,2.074e-05,1.115e-05
1.541e-04,2.973e-04,1.583e-04,9.632e-05,1.794e-05,1.826e-05,2.301e-05,1.138e-05
1.565e-04,3.011e-04,1.575e-04,9.823e-05,1.895e-05,1.838e-05,2.289e-05,1.281e-05
1.594e-04,3.047e-04,1.570e-04,1.004e-04,1.878e-05,1.842e-05,2.420e-05,1.335e-05
1.647e-04,3.076e-04,1.564e-04,1.060e-04,1.729e-05,1.876e-05,2.742e-05,1.162e-05
2.007e-04,3.102e-04,1.568e-04,1.496e-04,9.775e-06,2.114e-05,7.069e-05,3.582e-05
1.895e-04,2.737e-04,1.567e-04,1.554e-04,1.192e-05,1.996e-05,7.474e-05,3.320e-05
1.798e-04,2.480e-04,1.561e-04,1.596e-04,1.371e-05,1.915e-05,7.629e-05,3.088e-05
1.719e-04,2.308e-04,1.560e-04,1.627e-04,1.484e-05,1.843e-05,7.832e-05,2.801e-05
1.643e-04,2.191e-04,1.552e-04,1.645e-04,1.460e-05,1.781e-05,7.999e-05,2.593e-05
1.584e-04,2.134e-04,1.546e-04,1.662e-04,1.484e-05,1.763e-05,7.892e-05,2.348e-05
1.529e-04,2.086e-04,1.539e-04,1.667e-04,1.544e-05,1.688e-05,8.011e-05,2.217e-05
1.477e-04,2.069e-04,1.529e-04,1.669e-04,1.407e-05,1.677e-05,7.987e-05,2.015e-05
1.429e-04,2.074e-04,1.518e-04,1.664e-04,1.353e-05,1.666e-05,7.868e-05,1.705e-05
1.382e-04,2.093e-04,1.505e-04,1.663e-04,1.299e-05,1.667e-05,7.844e-05,1.538e-05
1.338e-04,2.124e-04,1.494e-04,1.657e-04,1.222e-05,1.676e-05,7.713e-05,1.431e-05
1.299e-04,2.151e-04,1.478e-04,1.647e-04,1.138e-05,1.591e-05,7.617e-05,1.186e-05
1.253e-04,2.184e-04,1.463e-04,1.638e-04,1.085e-05,1.624e-05,7.534e-05,9.894e-06
1.221e-04,2.239e-04,1.443e-04,1.625e-04,8.881e-06,1.604e-05,7.379e-05,8.464e-06
1.174e-04,2.275e-04,1.425e-04,1.609e-04,8.702e-06,1.611e-05,7.188e-05,7.153e-06
1.141e-04,2.315e-04,1.404e-04,1.596e-04,7.570e-06,1.584e-05,7.248e-05,5.066e-06
1.109e-04,2.389e-04,1.383e-04,1.580e-04,6.735e-06,1.557e-05,6.914e-05,3.576e-06
1.068e-04,2.422e-04,1.362e-04,1.559e-04,5.424e-06,1.566e-05,6.819e-05,2.384e-06
1.025e-04,2.453e-04,1.334e-04,1.541e-04,4.828e-06,1.545e-05,6.676e-05,7.153e-07
9.930e-05,2.513e-04,1.311e-04,1.522e-04,3.815e-06,1.562e-05,6.437e-05,3.576e-07
9.561e-05,2.556e-04,1.283e-04,1.502e-04,2.623e-06,1.510e-05,6.390e-05,2.146e-06
9.227e-05,2.596e-04,1.256e-04,1.473e-04,2.086e-06,1.501e-05,6.115e-05,3.099e-06
8.869e-05,2.649e-04,1.225e-04,1.451e-04,2.980e-07,1.461e-05,5.972e-05,4.590e-06
8.535e-05,2.699e-04,1.195e-04,1.426e-04,1.788e-07,1.512e-05,5.817e-05,5.364e-06
8.154e-05,2.725e-04,1.162e-04,1.396e-04,1.490e-06,1.470e-05,5.555e-05,6.735e-06
7.808e-05,2.770e-04,1.131e-04,1.372e-04,2.086e-06,1.414e-05,5.460e-05,7.391e-06
7.463e-05,2.799e-04,1.094e-04,1.335e-04,3.457e-06,1.407e-05,5.198e-05,8.702e-06
7.129e-05,2.837e-04,1.057e-04,1.308e-04,4.113e-06,1.461e-05,5.007e-05,9.537e-06
6.759e-05,2.868e-04,1.024e-04,1.265e-04,4.947e-06,1.358e-05,4.709e-05,1.031e-05
6.378e-05,2.899e-04,9.815e-05,1.239e-04,6.497e-06,1.376e-05,4.590e-05,1.132e-05
6.044e-05,2.925e-04,9.438e-05,1.196e-04,7.033e-06,1.355e-05,4.232e-05,1.252e-05
5.674e-05,2.956e-04,9.026e-05,1.159e-04,8.345e-06,1.327e-05,4.065e-05,1.240e-05
5.317e-05,2.975e-04,8.635e-05,1.111e-04,9.656e-06,1.308e-05,3.862e-05,1.365e-05
4.959e-05,2.997e-04,8.199e-05,1.076e-04,1.025e-05,1.308e-05,3.600e-05,1.401e-05
4.613e-05,3.011e-04,7.725e-05,1.035e-04,1.156e-05,1.239e-05,3.350e-05,1.448e-05
4.256e-05,3.023e-04,7.300e-05,9.882e-05,1.252e-05,1.247e-05,3.076e-05,1.508e-05
3.850e-05,3.037e-04,6.825e-05,9.346e-05,1.353e-05,1.245e-05,2.897e-05,1.502e-05
3.493e-05,3.042e-04,6.351e-05,8.857e-05,1.460e-05,1.192e-05,2.503e-05,1.645e-05
3.135e-05,3.045e-04,5.873e-05,8.357e-05,1.562e-05,1.139e-05,2.277e-05,1.651e-05
2.730e-05,3.040e-04,5.358e-05,7.856e-05,1.717e-05,1.167e-05,2.027e-05,1.645e-05
2.372e-05,3.035e-04,4.885e-05,7.331e-05,1.800e-05,1.134e-05,1.705e-05,1.746e-05
2.003e-05,3.021e-04,4.347e-05,6.723e-05,1.884e-05,1.103e-05,1.478e-05,1.723e-05
1.562e-05,3.011e-04,3.813e-05,6.151e-05,1.985e-05,1.070e-05,1.180e-05,1.687e-05
1.180e-05,2.992e-04,3.269e-05,5.519e-05,2.128e-05,1.042e-05,8.106e-06,1.806e-05
7.987e-06,2.980e-04,2.748e-05,4.900e-05,2.199e-05,1.006e-05,6.437e-06,1.770e-05
3.934e-06,2.944e-04,2.177e-05,4.303e-05,2.319e-05,9.879e-06,1.907e-06,1.734e-05
